Order ID,Region,State,Category,Sub-Category,Sales,Profit,Quantity,Discount,Customer Name,City,Payment Mode,Profit Ratio
471,Central,Madhya Pradesh,Home & Kitchen,Audio,29062.35,10276.66,14,0.15,Customer_470,City_470,Credit Card,0.35
472,South,Chhattisgarh,Books,Decor,46629.21,8000.46,19,0.05,Customer_471,City_471,UPI,0.17
473,South,Telangana,Home & Kitchen,Decor,9407.14,10084.7,16,0.1,Customer_472,City_472,Credit Card,1.07
474,Central,Uttarakhand,Beauty & Personal Care,Fiction,27376.69,-3745.42,18,0.1,Customer_473,City_473,Debit Card,-0.14
475,North,Madhya Pradesh,Electronics,Decor,34875.3,2319.19,9,0.05,Customer_474,City_474,UPI,0.07
476,South,Madhya Pradesh,Clothing,Textbooks,4470.27,1867.98,3,0.15,Customer_475,City_475,UPI,0.42
477,West,Arunachal Pradesh,Beauty & Personal Care,Skincare,24470.08,5805.87,6,0.1,Customer_476,City_476,UPI,0.24
478,East,Uttarakhand,Books,Cookware,3956.18,2305.59,7,0.1,Customer_477,City_477,UPI,0.58
479,Central,Jharkhand,Electronics,Non-Fiction,4285.41,4417.17,6,0.05,Customer_478,City_478,Cash,1.03
480,South,Jammu & Kashmir,Electronics,Mobiles,22254.38,5701.46,16,0.05,Customer_479,City_479,Credit Card,0.26
481,South,Uttarakhand,Books,Audio,6152.98,391.11,3,0.15,Customer_480,City_480,Debit Card,0.06
482,East,Maharashtra,Beauty & Personal Care,Skincare,18021.8,-1576.18,12,0.0,Customer_481,City_481,UPI,-0.09
483,East,Haryana,Home & Kitchen,Men's Fashion,29825.97,389.67,18,0.0,Customer_482,City_482,Cash,0.01
484,West,Himachal Pradesh,Beauty & Personal Care,Haircare,13014.0,7107.37,13,0.2,Customer_483,City_483,Credit Card,0.55
485,North,Jharkhand,Beauty & Personal Care,Laptops,14037.26,-1505.19,13,0.1,Customer_484,City_484,UPI,-0.11
486,South,Odisha,Electronics,Non-Fiction,28831.83,3585.59,19,0.2,Customer_485,City_485,Cash,0.12
487,Central,Odisha,Electronics,Kids' Fashion,10073.09,12548.17,12,0.05,Customer_486,City_486,Cash,1.25
488,West,Madhya Pradesh,Beauty & Personal Care,Decor,13443.19,7822.15,15,0.2,Customer_487,City_487,UPI,0.58
489,Central,Goa,Books,Haircare,38495.11,7267.01,2,0.2,Customer_488,City_488,Debit Card,0.19
490,Central,Assam,Beauty & Personal Care,Skincare,12525.46,743.79,3,0.0,Customer_489,City_489,Debit Card,0.06
491,West,Karnataka,Electronics,Fiction,28682.64,-513.32,17,0.2,Customer_490,City_490,Cash,-0.02
492,North,Rajasthan,Books,Women's Fashion,1414.86,4438.71,18,0.05,Customer_491,City_491,Credit Card,3.14
493,West,Maharashtra,Books,Fiction,47115.85,815.31,9,0.1,Customer_492,City_492,Cash,0.02
494,South,Assam,Home & Kitchen,Men's Fashion,29900.97,9988.34,1,0.15,Customer_493,City_493,Debit Card,0.33
495,East,Haryana,Home & Kitchen,Televisions,5453.41,6742.38,6,0.15,Customer_494,City_494,UPI,1.24
496,Central,Uttar Pradesh,Electronics,Laptops,10947.93,-4935.59,7,0.1,Customer_495,City_495,Credit Card,-0.45
497,South,Tamil Nadu,Books,Women's Fashion,34333.37,-3846.25,6,0.1,Customer_496,City_496,UPI,-0.11
498,Central,Tamil Nadu,Books,Laptops,35277.0,2595.52,13,0.0,Customer_497,City_497,Debit Card,0.07
499,North,Haryana,Electronics,Decor,28335.06,1458.43,7,0.05,Customer_498,City_498,Credit Card,0.05
500,East,Karnataka,Books,Kids' Fashion,40086.17,3356.75,2,0.0,Customer_499,City_499,Cash,0.08
501,Central,Uttarakhand,Beauty & Personal Care,Skincare,8733.26,1374.2,7,0.1,Customer_500,City_500,Credit Card,0.16
502,South,Odisha,Electronics,Fiction,24651.88,4125.2,9,0.2,Customer_501,City_501,UPI,0.17
503,South,Jharkhand,Clothing,Cookware,29514.14,9090.34,5,0.1,Customer_502,City_502,UPI,0.31
504,North,Gujarat,Clothing,Decor,1138.37,7090.6,13,0.15,Customer_503,City_503,Credit Card,6.23
505,South,Maharashtra,Clothing,Audio,17987.36,1828.91,14,0.0,Customer_504,City_504,UPI,0.1
506,Central,Telangana,Beauty & Personal Care,Laptops,29630.41,2821.84,3,0.0,Customer_505,City_505,Debit Card,0.1
507,East,Himachal Pradesh,Books,Non-Fiction,16269.74,-3921.66,11,0.05,Customer_506,City_506,Debit Card,-0.24
508,South,Karnataka,Home & Kitchen,Cookware,26876.46,14883.46,11,0.05,Customer_507,City_507,Cash,0.55
509,Central,Andhra Pradesh,Electronics,Mobiles,6570.26,-4157.38,1,0.15,Customer_508,City_508,Credit Card,-0.63
510,North,Rajasthan,Home & Kitchen,Televisions,11359.97,-3214.03,5,0.15,Customer_509,City_509,Credit Card,-0.28
511,Central,Goa,Electronics,Haircare,12048.93,10469.64,14,0.05,Customer_510,City_510,Credit Card,0.87
512,West,Manipur,Clothing,Kids' Fashion,26601.03,919.85,11,0.2,Customer_511,City_511,UPI,0.03
513,South,West Bengal,Beauty & Personal Care,Non-Fiction,45698.73,6533.17,1,0.2,Customer_512,City_512,Cash,0.14
514,North,Odisha,Electronics,Decor,952.19,14244.86,1,0.1,Customer_513,City_513,Debit Card,14.96
515,East,Andhra Pradesh,Home & Kitchen,Fiction,17715.63,4990.89,17,0.05,Customer_514,City_514,Debit Card,0.28
516,North,Sikkim,Beauty & Personal Care,Men's Fashion,13581.54,5103.68,18,0.05,Customer_515,City_515,Cash,0.38
517,West,Jammu & Kashmir,Clothing,Fiction,27294.48,3384.74,13,0.15,Customer_516,City_516,Cash,0.12
518,South,Nagaland,Books,Furniture,6102.2,10127.49,19,0.2,Customer_517,City_517,Credit Card,1.66
519,South,Goa,Home & Kitchen,Men's Fashion,43922.04,12629.25,16,0.05,Customer_518,City_518,UPI,0.29
520,South,Andhra Pradesh,Electronics,Textbooks,29989.75,6947.76,1,0.2,Customer_519,City_519,Debit Card,0.23
521,West,Uttarakhand,Clothing,Women's Fashion,32877.24,9987.1,17,0.15,Customer_520,City_520,Cash,0.3
522,East,Tamil Nadu,Electronics,Decor,14818.88,1404.4,3,0.15,Customer_521,City_521,UPI,0.09
523,South,Mizoram,Books,Mobiles,27192.73,-1897.28,6,0.2,Customer_522,City_522,Debit Card,-0.07
524,Central,Mizoram,Books,Men's Fashion,5811.19,1347.48,1,0.05,Customer_523,City_523,Debit Card,0.23
525,West,Haryana,Beauty & Personal Care,Textbooks,13416.93,4473.48,13,0.05,Customer_524,City_524,Cash,0.33
526,Central,Goa,Home & Kitchen,Televisions,28858.54,5554.19,10,0.05,Customer_525,City_525,Cash,0.19
527,East,Uttarakhand,Beauty & Personal Care,Skincare,18148.13,-314.17,12,0.0,Customer_526,City_526,Credit Card,-0.02
528,Central,Tripura,Books,Women's Fashion,16665.0,10299.47,14,0.05,Customer_527,City_527,UPI,0.62
529,East,Uttar Pradesh,Home & Kitchen,Textbooks,26396.82,10026.01,3,0.1,Customer_528,City_528,UPI,0.38
530,South,Assam,Books,Cookware,30083.89,6782.47,19,0.05,Customer_529,City_529,Debit Card,0.23
531,South,Delhi,Electronics,Televisions,40300.42,9614.49,7,0.0,Customer_530,City_530,Credit Card,0.24
532,South,Chhattisgarh,Home & Kitchen,Decor,37877.94,6832.81,4,0.2,Customer_531,City_531,Debit Card,0.18
533,East,Himachal Pradesh,Beauty & Personal Care,Haircare,28037.86,3813.19,4,0.2,Customer_532,City_532,Cash,0.14
534,North,Mizoram,Beauty & Personal Care,Kids' Fashion,42874.28,3260.49,8,0.05,Customer_533,City_533,Credit Card,0.08
535,North,Meghalaya,Beauty & Personal Care,Men's Fashion,4985.58,-989.94,15,0.05,Customer_534,City_534,UPI,-0.2
536,North,Karnataka,Electronics,Textbooks,33678.08,-2780.92,12,0.15,Customer_535,City_535,Cash,-0.08
537,North,Manipur,Books,Televisions,20074.19,8171.61,17,0.2,Customer_536,City_536,Credit Card,0.41
538,South,Tamil Nadu,Books,Textbooks,33089.75,-2315.87,4,0.0,Customer_537,City_537,Credit Card,-0.07
539,Central,Rajasthan,Home & Kitchen,Kids' Fashion,47985.61,8159.46,11,0.0,Customer_538,City_538,Cash,0.17
540,North,Andhra Pradesh,Beauty & Personal Care,Fiction,43844.47,-322.92,4,0.0,Customer_539,City_539,Credit Card,-0.01
541,West,Haryana,Books,Decor,45520.1,11747.01,6,0.05,Customer_540,City_540,Credit Card,0.26
542,South,Andhra Pradesh,Books,Laptops,40190.96,10078.23,17,0.15,Customer_541,City_541,Credit Card,0.25
543,Central,Madhya Pradesh,Clothing,Mobiles,11520.94,11836.26,2,0.1,Customer_542,City_542,Debit Card,1.03
544,South,Telangana,Books,Non-Fiction,3944.02,2508.67,17,0.2,Customer_543,City_543,Credit Card,0.64
545,West,Meghalaya,Electronics,Haircare,13990.17,-1967.25,4,0.1,Customer_544,City_544,Cash,-0.14
546,Central,Andhra Pradesh,Clothing,Televisions,19391.97,1142.79,1,0.0,Customer_545,City_545,Credit Card,0.06
547,South,Jharkhand,Clothing,Decor,15538.24,3838.79,19,0.2,Customer_546,City_546,Cash,0.25
548,West,West Bengal,Books,Televisions,33536.56,9579.17,6,0.05,Customer_547,City_547,Cash,0.29
549,North,Tripura,Home & Kitchen,Laptops,33578.95,12972.13,6,0.0,Customer_548,City_548,Cash,0.39
550,West,Sikkim,Beauty & Personal Care,Non-Fiction,15111.56,7118.2,19,0.0,Customer_549,City_549,Debit Card,0.47
551,East,Uttar Pradesh,Home & Kitchen,Furniture,3868.21,2762.57,17,0.0,Customer_550,City_550,UPI,0.71
552,North,Gujarat,Books,Cosmetics,2927.07,2103.84,3,0.0,Customer_551,City_551,Debit Card,0.72
553,Central,Jharkhand,Home & Kitchen,Haircare,5573.46,1817.74,17,0.05,Customer_552,City_552,Cash,0.33
554,Central,Tripura,Books,Televisions,42512.84,12836.13,10,0.05,Customer_553,City_553,Debit Card,0.3
555,North,Delhi,Clothing,Textbooks,35961.66,3438.84,11,0.05,Customer_554,City_554,Credit Card,0.1
556,East,Uttar Pradesh,Home & Kitchen,Non-Fiction,25427.63,-4338.27,15,0.2,Customer_555,City_555,Credit Card,-0.17
557,Central,Andhra Pradesh,Beauty & Personal Care,Haircare,22682.43,6878.13,19,0.05,Customer_556,City_556,Debit Card,0.3
558,North,Karnataka,Electronics,Women's Fashion,27591.05,5086.75,12,0.2,Customer_557,City_557,Debit Card,0.18
559,North,Odisha,Clothing,Women's Fashion,47137.66,1204.78,16,0.15,Customer_558,City_558,Debit Card,0.03
560,East,Uttarakhand,Books,Women's Fashion,21952.5,266.19,16,0.05,Customer_559,City_559,Credit Card,0.01
561,West,Tripura,Home & Kitchen,Textbooks,3828.77,9745.04,19,0.0,Customer_560,City_560,Cash,2.55
562,East,Arunachal Pradesh,Clothing,Women's Fashion,11314.11,-3486.95,12,0.1,Customer_561,City_561,Credit Card,-0.31
563,East,Haryana,Books,Fiction,16016.16,-978.66,5,0.2,Customer_562,City_562,Cash,-0.06
564,North,Rajasthan,Clothing,Haircare,49758.82,-4960.13,13,0.1,Customer_563,City_563,Credit Card,-0.1
565,South,Madhya Pradesh,Clothing,Mobiles,29350.56,-110.96,11,0.2,Customer_564,City_564,UPI,-0.0
566,South,Mizoram,Home & Kitchen,Fiction,46850.35,-4684.25,4,0.1,Customer_565,City_565,Credit Card,-0.1
567,North,Tripura,Electronics,Televisions,17500.41,13062.61,8,0.15,Customer_566,City_566,Debit Card,0.75
568,North,Bihar,Electronics,Women's Fashion,33512.63,13676.23,19,0.15,Customer_567,City_567,Cash,0.41
569,Central,Rajasthan,Home & Kitchen,Non-Fiction,25677.85,2809.12,16,0.0,Customer_568,City_568,Cash,0.11
570,North,Himachal Pradesh,Electronics,Fiction,13025.29,14206.44,19,0.05,Customer_569,City_569,UPI,1.09
571,South,Jammu & Kashmir,Home & Kitchen,Televisions,49900.86,-361.66,2,0.05,Customer_570,City_570,Debit Card,-0.01
572,North,Uttarakhand,Electronics,Televisions,31794.08,3935.27,16,0.15,Customer_571,City_571,Debit Card,0.12
573,North,Gujarat,Electronics,Decor,20274.85,7035.64,18,0.1,Customer_572,City_572,Credit Card,0.35
574,East,Bihar,Home & Kitchen,Audio,35234.07,-740.12,14,0.15,Customer_573,City_573,Cash,-0.02
575,West,Goa,Electronics,Women's Fashion,30233.05,-3287.01,17,0.0,Customer_574,City_574,Credit Card,-0.11
576,Central,Mizoram,Books,Kids' Fashion,1275.49,5972.06,5,0.0,Customer_575,City_575,Debit Card,4.68
577,South,Madhya Pradesh,Home & Kitchen,Men's Fashion,32954.26,297.29,9,0.0,Customer_576,City_576,Debit Card,0.01
578,Central,Maharashtra,Beauty & Personal Care,Textbooks,30556.81,1285.27,1,0.2,Customer_577,City_577,UPI,0.04
579,Central,Bihar,Electronics,Cookware,6221.74,10786.74,6,0.05,Customer_578,City_578,Debit Card,1.73
580,West,Telangana,Electronics,Fiction,34046.62,10767.51,10,0.05,Customer_579,City_579,Cash,0.32
581,East,Karnataka,Clothing,Furniture,38616.97,10139.55,19,0.0,Customer_580,City_580,Cash,0.26
582,South,Jharkhand,Electronics,Decor,40838.47,-2073.68,2,0.05,Customer_581,City_581,Cash,-0.05
583,South,Madhya Pradesh,Beauty & Personal Care,Cosmetics,46367.81,7667.18,18,0.2,Customer_582,City_582,Credit Card,0.17
584,South,Gujarat,Books,Men's Fashion,1470.54,355.35,2,0.05,Customer_583,City_583,UPI,0.24
585,South,Jharkhand,Clothing,Cosmetics,17580.57,-1484.08,16,0.05,Customer_584,City_584,Credit Card,-0.08
586,North,Arunachal Pradesh,Beauty & Personal Care,Furniture,11494.04,-4946.13,13,0.0,Customer_585,City_585,Credit Card,-0.43
587,North,Maharashtra,Clothing,Audio,27440.62,861.36,14,0.15,Customer_586,City_586,Cash,0.03
588,West,Haryana,Clothing,Non-Fiction,5869.53,3483.92,4,0.05,Customer_587,City_587,Debit Card,0.59
589,East,Uttar Pradesh,Home & Kitchen,Cookware,13038.18,2458.55,12,0.2,Customer_588,City_588,UPI,0.19
590,West,Sikkim,Books,Cosmetics,14798.65,6.43,9,0.1,Customer_589,City_589,Credit Card,0.0
591,East,Uttar Pradesh,Clothing,Women's Fashion,18373.92,-3644.3,15,0.1,Customer_590,City_590,UPI,-0.2
592,East,Nagaland,Electronics,Kids' Fashion,37604.41,14959.84,12,0.05,Customer_591,City_591,Debit Card,0.4
593,West,Jammu & Kashmir,Books,Fiction,3049.88,-3124.34,19,0.2,Customer_592,City_592,Debit Card,-1.02
594,East,Tripura,Beauty & Personal Care,Cookware,41104.84,6610.71,11,0.05,Customer_593,City_593,Debit Card,0.16
595,East,Goa,Clothing,Decor,24440.51,-2609.93,13,0.05,Customer_594,City_594,Credit Card,-0.11
596,South,Rajasthan,Books,Furniture,21458.82,516.52,17,0.0,Customer_595,City_595,Credit Card,0.02
597,East,Bihar,Books,Decor,36977.16,11043.77,16,0.05,Customer_596,City_596,Credit Card,0.3
598,West,Sikkim,Electronics,Mobiles,20128.41,5638.23,2,0.15,Customer_597,City_597,Debit Card,0.28
599,East,Odisha,Home & Kitchen,Women's Fashion,47689.44,11017.3,6,0.0,Customer_598,City_598,Cash,0.23
600,East,Punjab,Electronics,Cosmetics,46857.02,8635.01,16,0.2,Customer_599,City_599,UPI,0.18
601,Central,Mizoram,Home & Kitchen,Kids' Fashion,1194.49,10750.53,12,0.1,Customer_600,City_600,UPI,9.0
602,Central,Chhattisgarh,Beauty & Personal Care,Haircare,30601.52,6621.06,8,0.1,Customer_601,City_601,Credit Card,0.22
603,West,Tamil Nadu,Clothing,Laptops,17143.76,-3124.27,8,0.0,Customer_602,City_602,UPI,-0.18
604,West,Arunachal Pradesh,Home & Kitchen,Mobiles,23364.25,10475.12,3,0.05,Customer_603,City_603,UPI,0.45
605,Central,Maharashtra,Books,Textbooks,6073.8,2751.06,6,0.1,Customer_604,City_604,UPI,0.45
606,South,Mizoram,Books,Fiction,16317.77,550.75,17,0.05,Customer_605,City_605,Debit Card,0.03
607,Central,Telangana,Home & Kitchen,Laptops,7943.65,-1648.57,11,0.1,Customer_606,City_606,UPI,-0.21
608,East,Jharkhand,Electronics,Haircare,14831.17,128.85,7,0.2,Customer_607,City_607,Credit Card,0.01
609,South,Karnataka,Electronics,Furniture,37535.52,4260.73,19,0.0,Customer_608,City_608,UPI,0.11
610,North,Bihar,Clothing,Decor,41207.09,12331.19,13,0.2,Customer_609,City_609,Cash,0.3
611,Central,Gujarat,Home & Kitchen,Cookware,19490.54,-4286.29,12,0.2,Customer_610,City_610,Credit Card,-0.22
612,East,Madhya Pradesh,Home & Kitchen,Cosmetics,21181.59,14471.45,16,0.15,Customer_611,City_611,Cash,0.68
613,East,Tamil Nadu,Books,Cosmetics,26159.45,1639.25,18,0.2,Customer_612,City_612,UPI,0.06
614,West,Chhattisgarh,Books,Cosmetics,16390.65,9952.15,13,0.2,Customer_613,City_613,UPI,0.61
615,East,Kerala,Books,Furniture,38237.66,8821.81,2,0.1,Customer_614,City_614,UPI,0.23
616,South,Tripura,Clothing,Textbooks,25621.46,8305.18,6,0.1,Customer_615,City_615,UPI,0.32
617,West,West Bengal,Beauty & Personal Care,Cosmetics,5806.7,843.63,19,0.2,Customer_616,City_616,Cash,0.15
618,East,Manipur,Clothing,Laptops,34446.36,-3168.4,1,0.0,Customer_617,City_617,Cash,-0.09
619,Central,Arunachal Pradesh,Electronics,Skincare,21343.63,-1224.32,18,0.0,Customer_618,City_618,UPI,-0.06
620,Central,Arunachal Pradesh,Beauty & Personal Care,Non-Fiction,32105.92,127.68,14,0.0,Customer_619,City_619,UPI,0.0
621,North,Andhra Pradesh,Electronics,Kids' Fashion,10008.14,14123.54,6,0.15,Customer_620,City_620,UPI,1.41
622,South,Gujarat,Home & Kitchen,Decor,22112.6,-3292.83,6,0.2,Customer_621,City_621,Credit Card,-0.15
623,East,Mizoram,Clothing,Skincare,14101.12,13101.6,3,0.1,Customer_622,City_622,UPI,0.93
624,South,Odisha,Clothing,Women's Fashion,17531.12,5847.0,11,0.2,Customer_623,City_623,Credit Card,0.33
625,North,Arunachal Pradesh,Beauty & Personal Care,Cookware,45406.18,1453.81,15,0.1,Customer_624,City_624,Credit Card,0.03
626,Central,Nagaland,Clothing,Decor,20143.96,4984.73,13,0.05,Customer_625,City_625,UPI,0.25
627,West,Himachal Pradesh,Electronics,Women's Fashion,43319.06,6479.78,13,0.15,Customer_626,City_626,Cash,0.15
628,North,Uttar Pradesh,Electronics,Decor,10915.36,-1255.97,9,0.2,Customer_627,City_627,Credit Card,-0.12
629,North,Andhra Pradesh,Home & Kitchen,Cookware,25099.5,5523.69,2,0.2,Customer_628,City_628,UPI,0.22
630,North,Meghalaya,Home & Kitchen,Decor,26610.21,330.21,2,0.1,Customer_629,City_629,Debit Card,0.01
631,West,Telangana,Electronics,Textbooks,37906.85,10504.04,10,0.15,Customer_630,City_630,UPI,0.28
632,West,Rajasthan,Home & Kitchen,Haircare,30340.54,-309.87,7,0.05,Customer_631,City_631,Cash,-0.01
633,North,Rajasthan,Beauty & Personal Care,Kids' Fashion,6646.83,-4804.48,15,0.1,Customer_632,City_632,UPI,-0.72
634,Central,Tamil Nadu,Clothing,Textbooks,17523.46,8199.07,2,0.15,Customer_633,City_633,UPI,0.47
635,Central,West Bengal,Clothing,Haircare,17962.88,-2389.94,9,0.05,Customer_634,City_634,Credit Card,-0.13
636,East,Sikkim,Books,Non-Fiction,46669.0,-3627.23,15,0.1,Customer_635,City_635,Cash,-0.08
637,Central,Goa,Home & Kitchen,Skincare,23317.62,11374.28,11,0.15,Customer_636,City_636,Credit Card,0.49
638,East,Goa,Electronics,Fiction,11204.56,10598.87,19,0.15,Customer_637,City_637,Debit Card,0.95
639,East,Sikkim,Beauty & Personal Care,Women's Fashion,36764.13,3660.44,18,0.05,Customer_638,City_638,Cash,0.1
640,West,Nagaland,Books,Men's Fashion,43267.75,-3037.31,17,0.2,Customer_639,City_639,Debit Card,-0.07
641,South,Haryana,Electronics,Laptops,24281.72,14180.86,14,0.0,Customer_640,City_640,Cash,0.58
642,South,Chhattisgarh,Clothing,Haircare,29667.1,8111.11,12,0.0,Customer_641,City_641,Debit Card,0.27
643,South,Mizoram,Electronics,Women's Fashion,16385.81,7620.1,10,0.1,Customer_642,City_642,Debit Card,0.47
644,South,Uttarakhand,Home & Kitchen,Women's Fashion,7469.74,1993.43,14,0.15,Customer_643,City_643,Credit Card,0.27
645,East,Haryana,Beauty & Personal Care,Televisions,42293.14,11956.65,8,0.05,Customer_644,City_644,Credit Card,0.28
646,Central,Meghalaya,Clothing,Textbooks,909.95,12689.93,17,0.2,Customer_645,City_645,Cash,13.95
647,North,Jammu & Kashmir,Clothing,Women's Fashion,42013.6,9754.95,6,0.05,Customer_646,City_646,Cash,0.23
648,East,Uttar Pradesh,Beauty & Personal Care,Kids' Fashion,25272.58,12940.4,5,0.0,Customer_647,City_647,UPI,0.51
649,North,Maharashtra,Beauty & Personal Care,Decor,15335.65,-4426.68,12,0.1,Customer_648,City_648,Debit Card,-0.29
650,North,Manipur,Beauty & Personal Care,Decor,49910.89,14912.48,1,0.0,Customer_649,City_649,UPI,0.3
651,East,Madhya Pradesh,Clothing,Laptops,47806.29,-4958.6,1,0.05,Customer_650,City_650,UPI,-0.1
652,West,Nagaland,Books,Textbooks,17908.77,7327.78,9,0.15,Customer_651,City_651,Credit Card,0.41
653,West,Gujarat,Electronics,Cosmetics,31995.42,199.68,12,0.05,Customer_652,City_652,Cash,0.01
654,East,Uttar Pradesh,Clothing,Furniture,13831.75,-873.53,16,0.05,Customer_653,City_653,Debit Card,-0.06
655,Central,Delhi,Electronics,Furniture,26714.52,-1510.47,14,0.05,Customer_654,City_654,Debit Card,-0.06
656,South,Kerala,Clothing,Textbooks,34663.07,14079.45,15,0.1,Customer_655,City_655,Debit Card,0.41
657,South,Kerala,Clothing,Skincare,29630.39,-3402.67,7,0.15,Customer_656,City_656,UPI,-0.11
658,West,Meghalaya,Beauty & Personal Care,Haircare,31712.2,1328.78,6,0.1,Customer_657,City_657,Debit Card,0.04
659,Central,Punjab,Electronics,Cookware,9328.53,10561.9,16,0.1,Customer_658,City_658,Debit Card,1.13
660,East,Uttarakhand,Clothing,Haircare,43819.36,14469.59,4,0.05,Customer_659,City_659,Credit Card,0.33
661,Central,Sikkim,Books,Cosmetics,2638.24,12284.39,16,0.05,Customer_660,City_660,UPI,4.66
662,East,Delhi,Beauty & Personal Care,Cookware,33309.11,-259.42,3,0.0,Customer_661,City_661,Credit Card,-0.01
663,North,Uttar Pradesh,Books,Audio,10924.15,11554.48,9,0.15,Customer_662,City_662,UPI,1.06
664,Central,Tamil Nadu,Beauty & Personal Care,Decor,29165.02,-3320.94,2,0.15,Customer_663,City_663,Credit Card,-0.11
665,Central,Kerala,Clothing,Skincare,34294.59,-1287.59,18,0.15,Customer_664,City_664,Debit Card,-0.04
666,East,Punjab,Clothing,Decor,8761.6,11253.28,11,0.15,Customer_665,City_665,Debit Card,1.28
667,Central,Chhattisgarh,Home & Kitchen,Haircare,26132.32,-3423.61,17,0.0,Customer_666,City_666,Debit Card,-0.13
668,East,Punjab,Electronics,Textbooks,38640.23,-1726.58,5,0.15,Customer_667,City_667,UPI,-0.04
669,West,Gujarat,Electronics,Cosmetics,38147.34,4911.58,11,0.1,Customer_668,City_668,UPI,0.13
670,North,Tripura,Beauty & Personal Care,Furniture,16205.9,3210.44,17,0.05,Customer_669,City_669,Debit Card,0.2
671,North,Bihar,Home & Kitchen,Women's Fashion,12324.73,4305.42,7,0.05,Customer_670,City_670,UPI,0.35
672,South,Punjab,Home & Kitchen,Women's Fashion,3567.36,2372.82,10,0.2,Customer_671,City_671,Cash,0.67
673,Central,Maharashtra,Books,Laptops,31711.98,1897.69,3,0.2,Customer_672,City_672,UPI,0.06
674,South,Punjab,Books,Kids' Fashion,29576.11,14661.05,3,0.0,Customer_673,City_673,Debit Card,0.5
675,West,Kerala,Home & Kitchen,Televisions,39862.83,8542.59,1,0.1,Customer_674,City_674,Credit Card,0.21
676,North,Telangana,Clothing,Textbooks,21051.13,-3149.8,15,0.2,Customer_675,City_675,Debit Card,-0.15
677,North,Madhya Pradesh,Home & Kitchen,Fiction,46414.81,13180.45,17,0.05,Customer_676,City_676,Cash,0.28
678,Central,Maharashtra,Books,Mobiles,13860.75,2126.74,12,0.0,Customer_677,City_677,Credit Card,0.15
679,South,Tamil Nadu,Clothing,Haircare,21889.27,11713.36,16,0.1,Customer_678,City_678,Credit Card,0.54
680,East,Maharashtra,Beauty & Personal Care,Non-Fiction,40659.74,13222.06,4,0.05,Customer_679,City_679,Cash,0.33
681,North,Chhattisgarh,Books,Fiction,22705.28,2379.75,4,0.0,Customer_680,City_680,Debit Card,0.1
682,North,Haryana,Home & Kitchen,Cookware,37679.65,10149.71,6,0.1,Customer_681,City_681,Credit Card,0.27
683,Central,Manipur,Beauty & Personal Care,Non-Fiction,15555.67,6629.63,4,0.05,Customer_682,City_682,Debit Card,0.43
684,North,Andhra Pradesh,Home & Kitchen,Cosmetics,30765.13,4159.62,5,0.0,Customer_683,City_683,Debit Card,0.14
685,South,Gujarat,Books,Televisions,15526.41,-1580.08,8,0.2,Customer_684,City_684,UPI,-0.1
686,Central,Chhattisgarh,Clothing,Laptops,17480.21,-351.86,12,0.1,Customer_685,City_685,Debit Card,-0.02
687,South,Telangana,Books,Haircare,39903.76,-1851.74,2,0.15,Customer_686,City_686,UPI,-0.05
688,North,Bihar,Home & Kitchen,Women's Fashion,33203.21,-2435.21,4,0.1,Customer_687,City_687,UPI,-0.07
689,East,Chhattisgarh,Beauty & Personal Care,Non-Fiction,698.28,8245.9,16,0.1,Customer_688,City_688,Cash,11.81
690,Central,Gujarat,Electronics,Non-Fiction,41273.49,7495.47,19,0.05,Customer_689,City_689,Debit Card,0.18
691,Central,Sikkim,Clothing,Laptops,19916.51,6800.96,19,0.15,Customer_690,City_690,Cash,0.34
692,Central,Rajasthan,Books,Skincare,20924.5,8320.79,17,0.05,Customer_691,City_691,Debit Card,0.4
693,Central,Tripura,Home & Kitchen,Cookware,40943.3,11077.54,11,0.0,Customer_692,City_692,Debit Card,0.27
694,East,Bihar,Electronics,Laptops,42540.25,6483.08,5,0.2,Customer_693,City_693,Credit Card,0.15
695,North,Delhi,Clothing,Televisions,35736.96,-189.25,14,0.0,Customer_694,City_694,Debit Card,-0.01
696,Central,Haryana,Home & Kitchen,Cookware,8552.42,8024.24,19,0.1,Customer_695,City_695,Credit Card,0.94
697,North,Telangana,Clothing,Mobiles,47229.27,7629.92,15,0.1,Customer_696,City_696,Cash,0.16
698,Central,Arunachal Pradesh,Beauty & Personal Care,Skincare,34709.23,-4190.02,2,0.0,Customer_697,City_697,Credit Card,-0.12
699,West,Delhi,Clothing,Mobiles,25329.15,5011.75,7,0.0,Customer_698,City_698,Debit Card,0.2
700,West,Haryana,Books,Haircare,25014.53,13579.51,11,0.2,Customer_699,City_699,Debit Card,0.54
701,East,Himachal Pradesh,Electronics,Haircare,12395.54,5107.25,3,0.05,Customer_700,City_700,UPI,0.41
702,North,Karnataka,Clothing,Kids' Fashion,8502.42,6074.11,6,0.15,Customer_701,City_701,Credit Card,0.71
703,Central,Uttarakhand,Electronics,Skincare,34143.28,905.69,2,0.0,Customer_702,City_702,UPI,0.03
704,North,Bihar,Clothing,Men's Fashion,23348.48,11441.06,5,0.15,Customer_703,City_703,Cash,0.49
705,Central,Tamil Nadu,Clothing,Televisions,18826.77,-311.95,6,0.15,Customer_704,City_704,UPI,-0.02
706,East,Uttar Pradesh,Clothing,Cookware,2622.16,1810.78,4,0.05,Customer_705,City_705,Cash,0.69
